critic,fresh,imdb,publication,quote,review_date,rtid,title
Susan Wloszczyna,fresh,112760.0,USA Today,"If the sight of half-naked, tattooed sailors firing cannons at each other shivers your timbers, climb aboard. Even passable pirate movies don't sail by every day.",2000-01-01,10672.0,Cutthroat Island
Desson Thomson,rotten,112760.0,Washington Post,It takes a two-hour act of will to keep facing the screen during this moribund movie.,2000-01-01,10672.0,Cutthroat Island
Roger Ebert,fresh,112760.0,Chicago Sun-Times,,2000-01-01,10672.0,Cutthroat Island
Susan Stark,fresh,112760.0,Detroit News,,2000-01-01,10672.0,Cutthroat Island
James Berardinelli,rotten,112760.0,ReelViews,,2000-01-01,10672.0,Cutthroat Island
,rotten,112760.0,Entertainment Weekly,,1995-12-22,10672.0,Cutthroat Island
Owen Gleiberman,fresh,112641.0,Entertainment Weekly,"[Stone] seems to be trying to enter a more passionate movie, where a neurotic gold digger could at least have a good time. By the end of Casino, for all its craftsmanly bravura, you may want to join her.",2010-01-25,13456.0,Casino
Richard Schickel,fresh,112641.0,TIME Magazine,"So long as Casino stays focused on the excesses -- of language, of violence, of ambition -- in the life-styles of the rich and infamous, it remains a smart, knowing, if often repetitive, spectacle.",2010-01-25,13456.0,Casino
Jonathan Rosenbaum,rotten,112641.0,Chicago Reader,Simultaneously quite watchable and passionless.,2010-01-25,13456.0,Casino
Todd McCarthy,fresh,112641.0,Variety,"Martin Scorsese's intimate epic about money, sex and brute force is a grandly conceived study of what happens to goodfellas from the mean streets when they outstrip their wildest dreams and achieve the pinnacle of wealth and power.",2008-05-16,13456.0,Casino
David Ansen,rotten,112641.0,Newsweek,"It's not the actors' fault that no one is able to break through the film's gorgeous but chilly surface. You watch Casino with respect and appreciation, reveling in its documentary sense of detail.",2008-03-31,13456.0,Casino
Hal Hinson,rotten,112641.0,Washington Post,"Scorsese may be flailing here, but Scorsese flailing is more formidable than most directors at the top of their form.",2006-08-09,13456.0,Casino
Geoff Andrew,rotten,112641.0,Time Out,"The result, sadly, is that contradiction in terms, a dull Scorsese movie.",2006-02-09,13456.0,Casino
Janet Maslin,fresh,112641.0,New York Times,"Of all the bravura visual effects in Martin Scorsese's dazzlingly stylish Casino, it's a glimpse of ordinary people that delivers the greatest jolt.",2003-05-20,13456.0,Casino
Mick LaSalle,rotten,112641.0,San Francisco Chronicle,"It's an ambitious film, but also a scattered, unfocused one.",2002-06-18,13456.0,Casino
Rick Groen,fresh,112641.0,Globe and Mail,"Visually impressive, splendidly performed, thematically significant, this is a movie in full possession of every key cinematic asset except one -- a solid script.",2002-04-12,13456.0,Casino
Peter Travers,fresh,112641.0,Rolling Stone,[A] Vegas masterpiece.,2001-05-12,13456.0,Casino
Kenneth Turan,fresh,112641.0,Los Angeles Times,"Martin Scorsese is a master filmmaker, so skilled in the manipulation of imagery he might be the most proficient of active American directors.",2001-02-13,13456.0,Casino
Desson Thomson,rotten,112641.0,Washington Post,"After coming out gangbusters in its first and finest hour, the 180-minute movie loses all its chips in the remaining two.",2000-01-01,13456.0,Casino
Susan Stark,fresh,112641.0,Detroit News,,2000-01-01,13456.0,Casino
Roger Ebert,fresh,112641.0,Chicago Sun-Times,Martin Scorsese's fascinating new film Casino knows a lot about the Mafia's relationship with Las Vegas.,2000-01-01,13456.0,Casino
James Berardinelli,fresh,112641.0,ReelViews,"In every way -- from the fantastic sets, rich dialogue, and unapologetic violence to the well-portrayed characters and themes of loyalty and betrayal -- Casino is pure Scorsese.",2000-01-01,13456.0,Casino
Mike Clark,fresh,112641.0,USA Today,"Whether you find it exhilarating, expendable or exhausting -- and you will find it exhausting -- Martin Scorsese's Casino is the spectacular last word on urban sprawl.",2000-01-01,13456.0,Casino
Owen Gleiberman,fresh,114388.0,Entertainment Weekly,,2011-09-07,10042.0,Sense and Sensibility
,fresh,114388.0,Entertainment Weekly,,2010-12-27,10042.0,Sense and Sensibility
Todd McCarthy,fresh,114388.0,Variety,Thompson's script manages the neat trick of preserving the necessary niceties and decorum of civilized behavior of the time while still cutting to the dramatic quick.,2009-01-30,10042.0,Sense and Sensibility
Jonathan Rosenbaum,fresh,114388.0,Chicago Reader,I can't say I remembered this 1995 feature too clearly a couple of days later; but I certainly had a good time as I watched it.,2007-02-09,10042.0,Sense and Sensibility
Geoff Andrew,fresh,114388.0,Time Out,Thompson and Winslet give fine performances ably supported by the rest of the ensemble.,2006-06-24,10042.0,Sense and Sensibility
Janet Maslin,fresh,114388.0,New York Times,We need no further proof that this material is ageless.,2003-05-21,10042.0,Sense and Sensibility
Kenneth Turan,fresh,114388.0,Los Angeles Times,"The sensibility may be a bit off, but there is more than enough sense involved in this mid-Atlantic Austen to make up the difference.",2001-02-13,10042.0,Sense and Sensibility
Louis B. Parks,fresh,114388.0,Houston Chronicle,The film is packed with pleasing performances by stage-trained actors.,2000-01-01,10042.0,Sense and Sensibility
James Berardinelli,fresh,114388.0,ReelViews,Told with deft skill and a pleasantly humorous romantic touch.,2000-01-01,10042.0,Sense and Sensibility
Susan Stark,fresh,114388.0,Detroit News,It's bliss.,2000-01-01,10042.0,Sense and Sensibility
John Hartl,fresh,114388.0,Film.com,"A triumph for Taiwan's most famous director, Ang Lee.",2000-01-01,10042.0,Sense and Sensibility
Sean Means,fresh,114388.0,Film.com,Thompson's script hits its peak by keeping Austen's voice yet finding the satirical smirk behind it.,2000-01-01,10042.0,Sense and Sensibility
Bruce Reid,fresh,114388.0,Film.com,"Sense and Sensibility is funny, expansive, and a delight to spend company with.",2000-01-01,10042.0,Sense and Sensibility
Mike Clark,fresh,114388.0,USA Today,"The movie is good fun, boasting a dozen vivid characters and two that moviegoers will take to heart.",2000-01-01,10042.0,Sense and Sensibility
Roger Ebert,rotten,114388.0,Chicago Sun-Times,"Sense and Sensibility is an enjoyable film, and yet it left me somehow unsatisfied.",2000-01-01,10042.0,Sense and Sensibility
Rita Kempley,fresh,114388.0,Washington Post,Demonstrates how little humankind has evolved in matters of the heart.,2000-01-01,10042.0,Sense and Sensibility
Mick LaSalle,fresh,114388.0,San Francisco Chronicle,"An exuberant, well- crafted film that gets the audience involved on a gut level.",2000-01-01,10042.0,Sense and Sensibility
Owen Gleiberman,rotten,113101.0,Entertainment Weekly,,2011-09-07,13075.0,Four Rooms
Jonathan Rosenbaum,rotten,113101.0,Chicago Reader,"The results are mainly awful, and even Roth got saddled with a mannered part that he can't comfortably play.",2007-03-13,13075.0,Four Rooms
Emanuel Levy,rotten,113101.0,Variety,"Four of the hottest indie directors--Anders, Rockwell, Tarantino, and Rodrigues--miss a unique opportunity to display their idiosyncratic talents resulting in a tedious anthology in which 2 segments are inept, one barely decent, and one OK (guess whose)",2006-12-28,13075.0,Four Rooms
,rotten,113101.0,Time Out,They should have called this One Room and released it as a Rodriguez short.,2006-01-26,13075.0,Four Rooms
Janet Maslin,rotten,113101.0,New York Times,"The less said about this career-denting fiasco, the better.",2003-05-20,13075.0,Four Rooms
Jack Mathews,rotten,113101.0,Los Angeles Times,Sounds better than it is.,2001-02-13,13075.0,Four Rooms
Mike Clark,rotten,113101.0,USA Today,"Four Rooms has been cut substantially since a disastrous September reception at the Toronto Film Festival, though it's hard to imagine it running any longer.",2000-01-01,13075.0,Four Rooms
Roger Ebert,rotten,113101.0,Chicago Sun-Times,"The four segments are widely different in quality. On the useful scale of the Michelin guides, one is worth a trip, another is worth a detour, and the other two are a colossal waste of bandwidth.",2000-01-01,13075.0,Four Rooms
Hal Hinson,rotten,113101.0,Washington Post,Four Rooms asserts itself as a goof so laboriously and aggressively that you almost feel pinned back in your seat.,2000-01-01,13075.0,Four Rooms
Edward Guthmann,rotten,113101.0,San Francisco Chronicle,"The result is a batch of shrill, self-indulgent sketches that turn so wretched in spots you start to wonder if the filmmakers wanted them to be bad.",2000-01-01,13075.0,Four Rooms
Desson Thomson,rotten,113101.0,Washington Post,The segments are uniformly weak.,2000-01-01,13075.0,Four Rooms
James Berardinelli,rotten,113101.0,ReelViews,Four Rooms has to be one of 1995's major disappointments.,2000-01-01,13075.0,Four Rooms
,rotten,113101.0,Entertainment Weekly,,1996-12-26,13075.0,Four Rooms
Leonard Klady,none,112281.0,Variety,,2008-12-03,10604.0,Ace Ventura: When Nature Calls
Geoff Andrew,none,112281.0,Time Out,,2007-08-16,10604.0,Ace Ventura: When Nature Calls
Janet Maslin,none,112281.0,New York Times,,2003-05-20,10604.0,Ace Ventura: When Nature Calls
,none,112281.0,Globe and Mail,,2002-04-12,10604.0,Ace Ventura: When Nature Calls
Kenneth Turan,none,112281.0,Los Angeles Times,,2001-02-13,10604.0,Ace Ventura: When Nature Calls
Peter Stack,none,112281.0,San Francisco Chronicle,,2000-01-01,10604.0,Ace Ventura: When Nature Calls
James Berardinelli,rotten,112281.0,ReelViews,,2000-01-01,10604.0,Ace Ventura: When Nature Calls
,none,112281.0,Washington Post,,2000-01-01,10604.0,Ace Ventura: When Nature Calls
Susan Wloszczyna,rotten,112281.0,USA Today,"There's so little to watch besides Carrey, in fact, it makes you actually miss (gasp!) Sean Young from Ace 1.",2000-01-01,10604.0,Ace Ventura: When Nature Calls
,fresh,112281.0,Entertainment Weekly,,1995-11-10,10604.0,Ace Ventura: When Nature Calls
Brian Lowry,rotten,113845.0,Variety,Bounces along with a lame script and inconsistent pace.,2009-03-26,14560.0,Money Train
Nigel Floyd,rotten,113845.0,Time Out,Hardly worth the four-year wait.,2006-06-24,14560.0,Money Train
Stephen Holden,fresh,113845.0,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",2003-05-20,14560.0,Money Train
Mick LaSalle,fresh,113845.0,San Francisco Chronicle,,2002-06-18,14560.0,Money Train
Kenneth Turan,fresh,113845.0,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2001-02-13,14560.0,Money Train
Hal Hinson,rotten,113845.0,Washington Post,"Even if they only charged a token, it would be too much.",2000-01-01,14560.0,Money Train
Mike Clark,rotten,113845.0,USA Today,"It's stupid, but also breezier than the year's other 12-score releases not worth a second look.",2000-01-01,14560.0,Money Train
Susan Stark,rotten,113845.0,Detroit News,,2000-01-01,14560.0,Money Train
James Berardinelli,rotten,113845.0,ReelViews,,2000-01-01,14560.0,Money Train
Ken Tucker,rotten,113845.0,Entertainment Weekly,"A big, noisy headache of a movie...",1995-11-22,14560.0,Money Train
Owen Gleiberman,fresh,113161.0,Entertainment Weekly,,2011-09-07,13680.0,Get Shorty
David Ansen,fresh,113161.0,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",2008-05-07,13680.0,Get Shorty
Variety Staff,fresh,113161.0,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,2008-05-07,13680.0,Get Shorty
Jonathan Rosenbaum,fresh,113161.0,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,2008-05-07,13680.0,Get Shorty
,fresh,113161.0,Time Out,Everything clicks.,2006-06-24,13680.0,Get Shorty
Janet Maslin,fresh,113161.0,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",2003-05-20,13680.0,Get Shorty
Edward Guthmann,fresh,113161.0,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",2002-06-18,13680.0,Get Shorty
Peter Travers,fresh,113161.0,Rolling Stone,The result is one of the best movies of the year and by far the most entertaining.,2001-05-12,13680.0,Get Shorty
Kenneth Turan,fresh,113161.0,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2001-02-13,13680.0,Get Shorty
Hal Hinson,fresh,113161.0,Washington Post,Irresistibly charming.,2000-01-01,13680.0,Get Shorty
,fresh,113161.0,USA Today,"Minor, but amusingly droll.",2000-01-01,13680.0,Get Shorty
Roger Ebert,fresh,113161.0,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",2000-01-01,13680.0,Get Shorty
Desson Thomson,fresh,113161.0,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",2000-01-01,13680.0,Get Shorty
James Berardinelli,fresh,113161.0,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",2000-01-01,13680.0,Get Shorty
